[32m[2025-10-14T08:58:26.759Z]  INFO: Requesting https://sparql.omabrowser.org/sparql { headers: { accept: 'application/n-quads,application/trig;q=0.95,application/ld+json;q=0.9,application/n-triples;q=0.8,text/turtle;q=0.6,application/rdf+xml;q=0.5,text/n3;q=0.35,application/xml;q=0.3,image/svg+xml;q=0.3,text/xml;q=0.3,text/html;q=0.2,application/xhtml+xml;q=0.18,application/json;q=0.135,text/shaclc;q=0.1,text/shaclc-ext;q=0.05', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: undefined, actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.471Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.472Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 19, currentDelay: 48, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.482Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '651', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.488Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.490Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 19, currentDelay: 49, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.502Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '648', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.503Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.504Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 19, currentDelay: 54, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.520Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '651', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.522Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.523Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 19, currentDelay: 54, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.539Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '648', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.543Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.546Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 19, currentDelay: 50, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.557Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '780', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.564Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.566Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 20, currentDelay: 50, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.577Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '648', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.582Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.583Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 21, currentDelay: 54, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.595Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '780', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.600Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.600Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 20, currentDelay: 57, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.616Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '648', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.617Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.618Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 19, currentDelay: 58, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-14T08:58:36.638Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[32m[2025-10-14T08:58:36.639Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '780', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.640Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 19, currentDelay: 55, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.657Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '648', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.661Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.662Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 20, currentDelay: 53, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.676Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '780', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.678Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.679Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 19, currentDelay: 55, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.695Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '648', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.703Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.705Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 20, currentDelay: 49, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.715Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '780', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.716Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.719Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 19, currentDelay: 54, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.734Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '648', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.736Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.738Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 19, currentDelay: 54, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.753Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '642', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.758Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.759Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 19, currentDelay: 52, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.773Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '648', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.775Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.782Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 19, currentDelay: 48, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.791Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '642', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.792Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.793Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 18, currentDelay: 55, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.811Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '648', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.813Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.814Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 18, currentDelay: 52, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.830Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '768', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.833Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.834Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 18, currentDelay: 50, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.848Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '648', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.854Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.854Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 19, currentDelay: 49, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.866Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '768', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.870Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.871Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 19, currentDelay: 51, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.885Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '648', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.888Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.893Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 20, currentDelay: 49, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.904Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '648', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.907Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.907Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 20, currentDelay: 55, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.922Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '648', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.927Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.929Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 20, currentDelay: 53, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.941Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '648', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.946Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.946Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 19, currentDelay: 55, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.962Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '648', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.965Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.967Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 19, currentDelay: 53, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:36.981Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '648', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:36.988Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[90m[2025-10-14T08:58:36.989Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 19, currentDelay: 50, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-14T08:58:37.001Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'var0' ], [] ], costs: { 'inner-nested-loop': NaN }, coefficients: { 'inner-nested-loop': { iterations: Infinity, persistedItems: 0, blockingItems: 0, requestTime: NaN } } }
[0m[32m[2025-10-14T08:58:37.002Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '648', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-14T08:58:37.003Z]  DEBUG: Delaying request { url: 'https://sparql.omabrowser.org/sparql-sd/', requestInterval: 19, currentDelay: 55, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-14T08:58:37.020Z]  INFO: Requesting https://sparql.omabrowser.org/sparql-sd/ { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'content-length': '648', 'content-type': 'application/x-www-form-urlencoded', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'POST', actor: 'urn:comunica:default:http/actors#fetch' }
