[32m[2025-10-24T22:01:05.911Z]  INFO: Requesting https://sparql.rhea-db.org/sparql { headers: { accept: 'application/n-quads,application/trig;q=0.95,application/ld+json;q=0.9,application/n-triples;q=0.8,text/turtle;q=0.6,application/rdf+xml;q=0.5,text/n3;q=0.35,application/xml;q=0.3,image/svg+xml;q=0.3,text/xml;q=0.3,text/html;q=0.2,application/xhtml+xml;q=0.18,application/json;q=0.135,text/shaclc;q=0.1,text/shaclc-ext;q=0.05', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: undefined, actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-24T22:01:23.824Z]  DEBUG: Determined physical join operator 'inner-hash-def' { entries: 2, variables: [ [ 'b0' ], [ 'b0' ] ], costs: { 'inner-hash-def': 4132598846900, 'inner-hash-undef': 5002619655300, 'inner-symmetric-hash': 4785114453200, 'inner-nested-loop': 4.730851294056185e+23 }, coefficients: { 'inner-hash-def': { iterations: 348008323360, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-hash-undef': { iterations: 435010404200, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-symmetric-hash': { iterations: 435010404200, persistedItems: 435010404200, blockingItems: 0, requestTime: 700 }, 'inner-nested-loop': { iterations: 4.730851294056185e+22, persistedItems: 0, blockingItems: 0, requestTime: 700 } } }
[0m[90m[2025-10-24T22:01:23.825Z]  DEBUG: Determined physical join operator 'inner-hash-def' { entries: 2, variables: [ [ 'b0' ], [ 'b0' ] ], costs: { 'inner-hash-def': 4132598846900, 'inner-hash-undef': 5002619655300, 'inner-symmetric-hash': 4785114453200, 'inner-nested-loop': 4.730851294056185e+23 }, coefficients: { 'inner-hash-def': { iterations: 348008323360, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-hash-undef': { iterations: 435010404200, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-symmetric-hash': { iterations: 435010404200, persistedItems: 435010404200, blockingItems: 0, requestTime: 700 }, 'inner-nested-loop': { iterations: 4.730851294056185e+22, persistedItems: 0, blockingItems: 0, requestTime: 700 } } }
[0m[90m[2025-10-24T22:01:23.826Z]  DEBUG: Determined physical join operator 'inner-hash-def' { entries: 2, variables: [ [ 'b0' ], [ 'b0' ] ], costs: { 'inner-hash-def': 4132598846900, 'inner-hash-undef': 5002619655300, 'inner-symmetric-hash': 4785114453200, 'inner-nested-loop': 4.730851294056185e+23 }, coefficients: { 'inner-hash-def': { iterations: 348008323360, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-hash-undef': { iterations: 435010404200, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-symmetric-hash': { iterations: 435010404200, persistedItems: 435010404200, blockingItems: 0, requestTime: 700 }, 'inner-nested-loop': { iterations: 4.730851294056185e+22, persistedItems: 0, blockingItems: 0, requestTime: 700 } } }
[0m[90m[2025-10-24T22:01:23.827Z]  DEBUG: Determined physical join operator 'inner-hash-def' { entries: 2, variables: [ [ 'b0' ], [ 'b0' ] ], costs: { 'inner-hash-def': 4132598846900, 'inner-hash-undef': 5002619655300, 'inner-symmetric-hash': 4785114453200, 'inner-nested-loop': 4.730851294056185e+23 }, coefficients: { 'inner-hash-def': { iterations: 348008323360, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-hash-undef': { iterations: 435010404200, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-symmetric-hash': { iterations: 435010404200, persistedItems: 435010404200, blockingItems: 0, requestTime: 700 }, 'inner-nested-loop': { iterations: 4.730851294056185e+22, persistedItems: 0, blockingItems: 0, requestTime: 700 } } }
[0m[90m[2025-10-24T22:01:23.828Z]  DEBUG: Determined physical join operator 'inner-hash-def' { entries: 2, variables: [ [ 'b0' ], [ 'b0' ] ], costs: { 'inner-hash-def': 4132598846900, 'inner-hash-undef': 5002619655300, 'inner-symmetric-hash': 4785114453200, 'inner-nested-loop': 4.730851294056185e+23 }, coefficients: { 'inner-hash-def': { iterations: 348008323360, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-hash-undef': { iterations: 435010404200, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-symmetric-hash': { iterations: 435010404200, persistedItems: 435010404200, blockingItems: 0, requestTime: 700 }, 'inner-nested-loop': { iterations: 4.730851294056185e+22, persistedItems: 0, blockingItems: 0, requestTime: 700 } } }
[0m[90m[2025-10-24T22:01:23.831Z]  DEBUG: Delaying request { url: 'https://sparql.rhea-db.org/sparql?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_3645%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FreactivePart%3E%20%3Fb0.%20%7D', requestInterval: 51, currentDelay: 1613, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.831Z]  DEBUG: Delaying request { url: 'https://sparql.uniprot.org/sparql/?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_3645%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FreactivePart%3E%20%3Fb0.%20%7D', requestInterval: 947, currentDelay: 107047, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.831Z]  DEBUG: Delaying request { url: 'https://sparql.rhea-db.org/sparql?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_3645%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FunderlyingChebi%3E%20%3Fb0.%20%7D', requestInterval: 51, currentDelay: 1664, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.831Z]  DEBUG: Delaying request { url: 'https://sparql.uniprot.org/sparql/?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_3645%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FunderlyingChebi%3E%20%3Fb0.%20%7D', requestInterval: 947, currentDelay: 107994, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.831Z]  DEBUG: Delaying request { url: 'https://sparql.rhea-db.org/sparql?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_3645%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FreactivePart%3E%20%3Fb0.%20%7D', requestInterval: 51, currentDelay: 1715, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.831Z]  DEBUG: Delaying request { url: 'https://sparql.uniprot.org/sparql/?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_3645%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FreactivePart%3E%20%3Fb0.%20%7D', requestInterval: 947, currentDelay: 108941, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.831Z]  DEBUG: Delaying request { url: 'https://sparql.rhea-db.org/sparql?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_3645%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FunderlyingChebi%3E%20%3Fb0.%20%7D', requestInterval: 51, currentDelay: 1766, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.832Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'smiles' ], [] ], costs: { 'inner-nested-loop': 5.577153207736941e+34 }, coefficients: { 'inner-nested-loop': { iterations: 5.577153207736941e+33, persistedItems: 0, blockingItems: 0, requestTime: 700 } } }
[0m[90m[2025-10-24T22:01:23.832Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'smiles' ], [] ], costs: { 'inner-nested-loop': 5.577153207736941e+34 }, coefficients: { 'inner-nested-loop': { iterations: 5.577153207736941e+33, persistedItems: 0, blockingItems: 0, requestTime: 700 } } }
[0m[90m[2025-10-24T22:01:23.833Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'smiles' ], [] ], costs: { 'inner-nested-loop': 5.577153207736941e+34 }, coefficients: { 'inner-nested-loop': { iterations: 5.577153207736941e+33, persistedItems: 0, blockingItems: 0, requestTime: 700 } } }
[0m[90m[2025-10-24T22:01:23.833Z]  DEBUG: Determined physical join operator 'inner-nested-loop' { entries: 2, variables: [ [ 'smiles' ], [] ], costs: { 'inner-nested-loop': 5.577153207736941e+34 }, coefficients: { 'inner-nested-loop': { iterations: 5.577153207736941e+33, persistedItems: 0, blockingItems: 0, requestTime: 700 } } }
[0m[90m[2025-10-24T22:01:23.836Z]  DEBUG: Delaying request { url: 'https://sparql.uniprot.org/sparql/?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_3645%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FunderlyingChebi%3E%20%3Fb0.%20%7D', requestInterval: 947, currentDelay: 109883, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.836Z]  DEBUG: Delaying request { url: 'https://sparql.rhea-db.org/sparql?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_3645%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FreactivePart%3E%20%3Fb0.%20%7D', requestInterval: 51, currentDelay: 1812, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.836Z]  DEBUG: Delaying request { url: 'https://sparql.uniprot.org/sparql/?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_3645%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FreactivePart%3E%20%3Fb0.%20%7D', requestInterval: 947, currentDelay: 110830, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.836Z]  DEBUG: Delaying request { url: 'https://sparql.rhea-db.org/sparql?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_3645%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FunderlyingChebi%3E%20%3Fb0.%20%7D', requestInterval: 51, currentDelay: 1863, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.836Z]  DEBUG: Delaying request { url: 'https://sparql.uniprot.org/sparql/?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_3645%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FunderlyingChebi%3E%20%3Fb0.%20%7D', requestInterval: 947, currentDelay: 111777, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.837Z]  DEBUG: Delaying request { url: 'https://sparql.rhea-db.org/sparql?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_3645%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FreactivePart%3E%20%3Fb0.%20%7D', requestInterval: 51, currentDelay: 1913, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.837Z]  DEBUG: Delaying request { url: 'https://sparql.uniprot.org/sparql/?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_3645%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FreactivePart%3E%20%3Fb0.%20%7D', requestInterval: 947, currentDelay: 112723, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.837Z]  DEBUG: Delaying request { url: 'https://sparql.rhea-db.org/sparql?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_3645%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FunderlyingChebi%3E%20%3Fb0.%20%7D', requestInterval: 51, currentDelay: 1964, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.837Z]  DEBUG: Delaying request { url: 'https://sparql.uniprot.org/sparql/?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_3645%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FunderlyingChebi%3E%20%3Fb0.%20%7D', requestInterval: 947, currentDelay: 113670, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.837Z]  DEBUG: Delaying request { url: 'https://sparql.rhea-db.org/sparql?query=SELECT%20%3Fsmiles%20WHERE%20%7B%20%3Chttp%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCHEBI_48934%3E%20%3Chttp%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fchebi%2Fsmiles%3E%20%3Fsmiles.%20%7D', requestInterval: 51, currentDelay: 2015, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.837Z]  DEBUG: Delaying request { url: 'https://sparql.uniprot.org/sparql/?query=SELECT%20%3Fsmiles%20WHERE%20%7B%20%3Chttp%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCHEBI_48934%3E%20%3Chttp%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fchebi%2Fsmiles%3E%20%3Fsmiles.%20%7D', requestInterval: 947, currentDelay: 114617, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.837Z]  DEBUG: Delaying request { url: 'https://sparql.rhea-db.org/sparql?query=SELECT%20%3Fsmiles%20WHERE%20%7B%20%3Chttp%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCHEBI_40%3E%20%3Chttp%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fchebi%2Fsmiles%3E%20%3Fsmiles.%20%7D', requestInterval: 51, currentDelay: 2066, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.837Z]  DEBUG: Delaying request { url: 'https://sparql.uniprot.org/sparql/?query=SELECT%20%3Fsmiles%20WHERE%20%7B%20%3Chttp%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCHEBI_40%3E%20%3Chttp%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fchebi%2Fsmiles%3E%20%3Fsmiles.%20%7D', requestInterval: 947, currentDelay: 115564, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.838Z]  DEBUG: Delaying request { url: 'https://sparql.rhea-db.org/sparql?query=SELECT%20%3Fsmiles%20WHERE%20%7B%20%3Chttp%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCHEBI_63%3E%20%3Chttp%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fchebi%2Fsmiles%3E%20%3Fsmiles.%20%7D', requestInterval: 51, currentDelay: 2116, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.838Z]  DEBUG: Delaying request { url: 'https://sparql.uniprot.org/sparql/?query=SELECT%20%3Fsmiles%20WHERE%20%7B%20%3Chttp%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCHEBI_63%3E%20%3Chttp%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fchebi%2Fsmiles%3E%20%3Fsmiles.%20%7D', requestInterval: 947, currentDelay: 116510, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.838Z]  DEBUG: Delaying request { url: 'https://sparql.rhea-db.org/sparql?query=SELECT%20%3Fsmiles%20WHERE%20%7B%20%3Chttp%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCHEBI_87%3E%20%3Chttp%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fchebi%2Fsmiles%3E%20%3Fsmiles.%20%7D', requestInterval: 51, currentDelay: 2167, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:23.838Z]  DEBUG: Delaying request { url: 'https://sparql.uniprot.org/sparql/?query=SELECT%20%3Fsmiles%20WHERE%20%7B%20%3Chttp%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FCHEBI_87%3E%20%3Chttp%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fchebi%2Fsmiles%3E%20%3Fsmiles.%20%7D', requestInterval: 947, currentDelay: 117457, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[32m[2025-10-24T22:01:23.866Z]  INFO: Requesting https://sparql.rhea-db.org/sparql?query=SELECT%20%3Fchebi%20%3FinchiKey%20WHERE%20%7B%20%3Fchebi%20%3Chttp%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fchebi%2Finchikey%3E%20%3FinchiKey.%20%7D { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'GET', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[32m[2025-10-24T22:01:23.906Z]  INFO: Requesting https://sparql.rhea-db.org/sparql?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_1283%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FreactivePart%3E%20%3Fb0.%20%7D { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'GET', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[32m[2025-10-24T22:01:23.946Z]  INFO: Requesting https://sparql.rhea-db.org/sparql?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_1283%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FunderlyingChebi%3E%20%3Fb0.%20%7D { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'GET', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[32m[2025-10-24T22:01:23.986Z]  INFO: Requesting https://sparql.rhea-db.org/sparql?query=SELECT%20%3Fchebi%20%3FinchiKey%20WHERE%20%7B%20%3Fchebi%20%3Chttp%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fchebi%2Finchikey%3E%20%3FinchiKey.%20%7D { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'GET', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[32m[2025-10-24T22:01:24.037Z]  INFO: Requesting https://sparql.rhea-db.org/sparql?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_1283%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FreactivePart%3E%20%3Fb0.%20%7D { headers: { accept: 'application/sparql-results+json;q=1.0,application/sparql-results+xml;q=0.7', 'user-agent': 'Comunica/4.0 (linux; x64) ActorHttpFetch/4.4.1 Node.js/22' }, method: 'GET', actor: 'urn:comunica:default:http/actors#fetch' }
[0m[90m[2025-10-24T22:01:24.048Z]  DEBUG: Determined physical join operator 'inner-hash-def' { entries: 2, variables: [ [ 'b0' ], [ 'b0' ] ], costs: { 'inner-hash-def': 4132598846900, 'inner-hash-undef': 5002619655300, 'inner-symmetric-hash': 4785114453200, 'inner-nested-loop': 4.730851294056185e+23 }, coefficients: { 'inner-hash-def': { iterations: 348008323360, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-hash-undef': { iterations: 435010404200, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-symmetric-hash': { iterations: 435010404200, persistedItems: 435010404200, blockingItems: 0, requestTime: 700 }, 'inner-nested-loop': { iterations: 4.730851294056185e+22, persistedItems: 0, blockingItems: 0, requestTime: 700 } } }
[0m[90m[2025-10-24T22:01:24.049Z]  DEBUG: Determined physical join operator 'inner-hash-def' { entries: 2, variables: [ [ 'b0' ], [ 'b0' ] ], costs: { 'inner-hash-def': 4132598846900, 'inner-hash-undef': 5002619655300, 'inner-symmetric-hash': 4785114453200, 'inner-nested-loop': 4.730851294056185e+23 }, coefficients: { 'inner-hash-def': { iterations: 348008323360, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-hash-undef': { iterations: 435010404200, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-symmetric-hash': { iterations: 435010404200, persistedItems: 435010404200, blockingItems: 0, requestTime: 700 }, 'inner-nested-loop': { iterations: 4.730851294056185e+22, persistedItems: 0, blockingItems: 0, requestTime: 700 } } }
[0m[90m[2025-10-24T22:01:24.049Z]  DEBUG: Determined physical join operator 'inner-hash-def' { entries: 2, variables: [ [ 'b0' ], [ 'b0' ] ], costs: { 'inner-hash-def': 4132598846900, 'inner-hash-undef': 5002619655300, 'inner-symmetric-hash': 4785114453200, 'inner-nested-loop': 4.730851294056185e+23 }, coefficients: { 'inner-hash-def': { iterations: 348008323360, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-hash-undef': { iterations: 435010404200, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-symmetric-hash': { iterations: 435010404200, persistedItems: 435010404200, blockingItems: 0, requestTime: 700 }, 'inner-nested-loop': { iterations: 4.730851294056185e+22, persistedItems: 0, blockingItems: 0, requestTime: 700 } } }
[0m[90m[2025-10-24T22:01:24.050Z]  DEBUG: Determined physical join operator 'inner-hash-def' { entries: 2, variables: [ [ 'b0' ], [ 'b0' ] ], costs: { 'inner-hash-def': 4132598846900, 'inner-hash-undef': 5002619655300, 'inner-symmetric-hash': 4785114453200, 'inner-nested-loop': 4.730851294056185e+23 }, coefficients: { 'inner-hash-def': { iterations: 348008323360, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-hash-undef': { iterations: 435010404200, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-symmetric-hash': { iterations: 435010404200, persistedItems: 435010404200, blockingItems: 0, requestTime: 700 }, 'inner-nested-loop': { iterations: 4.730851294056185e+22, persistedItems: 0, blockingItems: 0, requestTime: 700 } } }
[0m[90m[2025-10-24T22:01:24.051Z]  DEBUG: Determined physical join operator 'inner-hash-def' { entries: 2, variables: [ [ 'b0' ], [ 'b0' ] ], costs: { 'inner-hash-def': 4132598846900, 'inner-hash-undef': 5002619655300, 'inner-symmetric-hash': 4785114453200, 'inner-nested-loop': 4.730851294056185e+23 }, coefficients: { 'inner-hash-def': { iterations: 348008323360, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-hash-undef': { iterations: 435010404200, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-symmetric-hash': { iterations: 435010404200, persistedItems: 435010404200, blockingItems: 0, requestTime: 700 }, 'inner-nested-loop': { iterations: 4.730851294056185e+22, persistedItems: 0, blockingItems: 0, requestTime: 700 } } }
[0m[90m[2025-10-24T22:01:24.052Z]  DEBUG: Determined physical join operator 'inner-hash-def' { entries: 2, variables: [ [ 'b0' ], [ 'b0' ] ], costs: { 'inner-hash-def': 4132598846900, 'inner-hash-undef': 5002619655300, 'inner-symmetric-hash': 4785114453200, 'inner-nested-loop': 4.730851294056185e+23 }, coefficients: { 'inner-hash-def': { iterations: 348008323360, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-hash-undef': { iterations: 435010404200, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-symmetric-hash': { iterations: 435010404200, persistedItems: 435010404200, blockingItems: 0, requestTime: 700 }, 'inner-nested-loop': { iterations: 4.730851294056185e+22, persistedItems: 0, blockingItems: 0, requestTime: 700 } } }
[0m[90m[2025-10-24T22:01:24.053Z]  DEBUG: Determined physical join operator 'inner-hash-def' { entries: 2, variables: [ [ 'b0' ], [ 'b0' ] ], costs: { 'inner-hash-def': 4132598846900, 'inner-hash-undef': 5002619655300, 'inner-symmetric-hash': 4785114453200, 'inner-nested-loop': 4.730851294056185e+23 }, coefficients: { 'inner-hash-def': { iterations: 348008323360, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-hash-undef': { iterations: 435010404200, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-symmetric-hash': { iterations: 435010404200, persistedItems: 435010404200, blockingItems: 0, requestTime: 700 }, 'inner-nested-loop': { iterations: 4.730851294056185e+22, persistedItems: 0, blockingItems: 0, requestTime: 700 } } }
[0m[90m[2025-10-24T22:01:24.053Z]  DEBUG: Determined physical join operator 'inner-hash-def' { entries: 2, variables: [ [ 'b0' ], [ 'b0' ] ], costs: { 'inner-hash-def': 4132598846900, 'inner-hash-undef': 5002619655300, 'inner-symmetric-hash': 4785114453200, 'inner-nested-loop': 4.730851294056185e+23 }, coefficients: { 'inner-hash-def': { iterations: 348008323360, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-hash-undef': { iterations: 435010404200, persistedItems: 217505202100, blockingItems: 217505202100, requestTime: 700 }, 'inner-symmetric-hash': { iterations: 435010404200, persistedItems: 435010404200, blockingItems: 0, requestTime: 700 }, 'inner-nested-loop': { iterations: 4.730851294056185e+22, persistedItems: 0, blockingItems: 0, requestTime: 700 } } }
[0m[90m[2025-10-24T22:01:24.057Z]  DEBUG: Delaying request { url: 'https://sparql.rhea-db.org/sparql?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_1283%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FreactivePart%3E%20%3Fb0.%20%7D', requestInterval: 44, currentDelay: 1992, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:24.057Z]  DEBUG: Delaying request { url: 'https://sparql.uniprot.org/sparql/?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_1283%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FreactivePart%3E%20%3Fb0.%20%7D', requestInterval: 947, currentDelay: 118185, actor: 'urn:comunica:default:http/actors#limit-rate' }
[0m[90m[2025-10-24T22:01:24.057Z]  DEBUG: Delaying request { url: 'https://sparql.rhea-db.org/sparql?query=SELECT%20%3Fb0%20WHERE%20%7B%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FCompound_1283%3E%20%3Chttp%3A%2F%2Frdf.rhea-db.org%2FunderlyingChebi%3E%20%3Fb0.%20%7D', requestInterval: 44, currentDelay: 2036, actor: 'urn:comunica:default:http/actors#limit-rate' }
